Tipo;Entidade;Número;Data;Sumário;Link;;
Decreto Regulamentar;;61/94;1994/12/10;Regulamenta o Decreto-Lei n.º 15/93, de 22 de Janeiro (revê a legislação de combate à droga);https://dre.pt/application/file/619224;;

DL;;114/94;1994/03/05;Aprova o Código da Estrada;https://dre.pt/application/file/250679;;

DL;;244/94;1994/26/09;Regula o Registo Nacional de não Dadores;https://dre.pt/application/file/606446;;

DL;;252/94;1994/20/10;Transpõe para a ordem jurídica interna a Diretiva n.º 91/250/CEE, do Conselho, de 14 de Maio, relativa ao regime de proteção jurídica dos programas de computador;https://dre.pt/application/file/625908;;

DL;;267/94;1994/25/10;Altera o regime da propriedade horizontal constante do Código Civil e o Código do Registo Predial;https://dre.pt/application/file/a/624540;;

DL;;268/94;1994/25/10;Estabelece normas regulamentares do regime da propriedade horizontal;https://dre.pt/application/file/a/624538;;

DL;;307/94;1994/21/12;Estabelece o regime de aquisição, gestão e alienação dos bens móveis do domínio privado do Estado;https://dre.pt/application/file/a/571537;;

DL;;317/94;1994/24/12;Organiza o registo individual do condutor;https://dre.pt/application/file/575227;;

Lei;;14/94;1994/11/05;Altera, por ratificação, o Decreto-Lei n.º 16/93, de 23 de Janeiro;https://dre.pt/application/file/255733;;

Lei;;36/94;1994/29/09;Medidas de combate à corrupção e criminalidade económica e financeira;https://dre.pt/application/file/609228;;

Resolução do Conselho de Ministros;;16/94;1994/22/03;Aprova as instruções para a segurança das telecomunicações (SEGNAC 3);https://dre.pt/application/file/283037;;

Resolução da Assembleia da República;;37/94;1994/07/08;Resolução da Assembleia da República n.º 37/94. Aprovação da Convenção de Nova Iorque, Convenção sobre o Reconhecimento e a Execução de Sentenças Arbitrais Estrangeiras, adotada em Nova Iorque, a 10-06-1958.Entrou em vigor para Portugal em 16 de janeiro de 1995;;;

Aviso;;142/95;1995/21/06;Depósito do instrumento de adesão à Convenção de Nova Iorque. Convenção sobre o Reconhecimento e a Execução de Sentenças Arbitrais Estrangeiras, adotada em Nova Iorque, a 10-06-1958.Entrou em vigor para Portugal em 16 de janeiro de 1995;https://dre.pt/application/file/a/475432;;

Aviso;;302/95;1995/18/10;Torna público ter, por nota de 1-09-1995 e nos termos do artigo 45.º da Convenção sobre os Aspectos Civis do Rapto Internacional de Crianças, o Ministério dos Negócios Estrangeiros do Reino dos Países Baixos notificado ter Portugal modificado a sua autoridade central, designada para Instituto de Reinserção Social;https://dre.pt/application/file/668995;;

Decreto Regulamentar;;23/95;1995/23/08;Aprova o Regulamento Geral dos Sistemas Públicos e Prediais de Distribuição de Água e de Drenagem de Águas Residuais;http://dre.pt/pdf1sdip/1995/08/194B00/52845319.pdf;;

Decreto Regulamentar;;34/95;1995/16/12;Aprova o Regulamento das Condições Técnicas e de Segurança dos Recintos de Espetáculos e Divertimentos Públicos;https://dre.pt/application/file/634812;;

Despacho;;22/95;1995/08/09;Cria o Centro Nacional de Dadores de Células de Medula Óssea, Estaminais ou de Sangue do Cordão (CEDACE) como estrutura coordenadora nacional dos registos de dadores existentes nos centros de histocompatibilidade. O CEDACE funciona no centro de histocompatibilidade do sul;http://ipst.pt/files/IPST/LEGISLACAO/Legislacao_Nacional/Legislacao_Transplantacao/Despacho_22_1995.pdf;;

DL;; 2/95;1995/14/01;Altera o Decreto-Lei nº 453/88, de 13 de Dezembro (revê o regime jurídico do Fundo de Regularização da Dívida Pública);https://dre.pt/application/file/147318;;

DL;;15/95;1995/24/01;Aprova normas referentes ao Instituto Nacional da Propriedade Industrial e ao exercício da actividade de agente da propriedade industrial e procurador autorizado;https://dre.pt/application/file/139335;;

DL;;48/95;1995/15/03;Aprova o Código Penal;https://dre.pt/application/file/185779;;

DL;;54/95;1995/22/03;Regulamento da Contribuição Especial, devida pela valorização de imóveis decorrente da realização da EXPO 98;https://dre.pt/application/file/166771;;

DL;;81/95;1995/22/04;Prevê a criação de brigadas anticrime e de unidades mistas de coordenação integrando a Polícia Judiciária, a Guarda Nacional Repúblicana, a Polícia de Segurança Pública, o Serviço de Estrangeiros e Fronteiras e a Direcção-Geral das Alfândegas;https://dre.pt/application/file/223512;;

DL;;89/95;1995/06/05;Regula a atribuição de incentivos à contratação de jovens à procura do primeiro emprego e de desempregados de longa duração;https://data.dre.pt/eli/dec-lei/89/1995/p/cons/20170621/pt/html;;

DL;;131/95;1995/06/06;Aprova o Código do Registo Civil;https://dre.pt/application/file/521173;;

DL;;149/95;1995/24/06;Altera o regime jurídico do contrato de locação financeira;https://dre.pt/application/file/475419;;

DL;;193/95;1995/28/07;Estabelece os princípios e normas a que deve obedecer a produção cartográfica no território nacional;https://dre.pt/application/file/484691;;

DL;;198/95;1995/29/07;Cria o cartão de identificação do utente do Serviço Nacional de Saúde;https://dre.pt/application/file/484513;;

DL;;207/95;1995/14/08;Aprova o Código do Notariado;https://dre.pt/application/file/478087;;

DL;;236/95;1995/13/09;Regula a situação dos contribuintes que estejam a regularizar as suas dívidas à Fazenda Nacional;https://dre.pt/pdf1sdip/1995/09/212A00/57545755.pdf;;

DL;;244/95;1995/14/09;Altera o Decreto-Lei n.º 433/82, de 27 de Outubro (institui o ilícito de mera ordenação social e respectivo processo);http://dre.pt/pdf1sdip/1995/09/213A00/57825801.pdf;;

Lei;;83/95;1995/31/08;Direito de participação procedimental e de ação popular;https://dre.pt/application/file/548499;;

Lei;;92/95;1995/12/09;Proteção aos animais;https://dre.pt/application/file/562301;;

Portaria;;1093/95;1995/06/09;Incumbe o Gabinete de Direito Europeu de organizar e manter actualizado o registo das cláusulas contratuais abusivas;https://dre.pt/application/file/551496;;

DL;;6/96;1996/31/01;Altera o Código do Procedimento Administrativo;https://dre.pt/application/file/604770;;

DL;; 34/96;1996/18/04;Altera o Decreto-Lei n.º 89/95, de 6 de Maio (regula a atribuição de incentivos à contratação de jovens à procura do primeiro emprego e de desempregados de longa duração);https://data.dre.pt/eli/dec-lei/34/1996/04/18/p/dre/pt/html;;

DL;;48/96;1996/15/05;Estabelece um novo regime dos horários de funcionamento dos estabelecimentos comerciais;https://dre.pt/application/file/468964;;

DL;;126/96;1996/10/08;Altera o n.º 2 do artigo 4.º e o n.º 4 do artigo 5.º do Decreto-Lei n.º 48/96, de 15 de Maio (estabelece o novo regime de horários de funcionamento dos estabelecimentos comerciais);https://dre.pt/application/file/405634;;

DL;;158/96;1996/03/09;Aprova a Lei Orgânica do Ministério das Finanças;https://dre.pt/application/file/241151;;

DL;;183/96;1996/27/09;Define os princípios a que deve obedecer a elaboração do plano e relatório anual de atividades dos serviços e organismos da Administração Pública;https://dre.pt/application/file/213763;;

DL;;190/96;1996/09/10;Regulamenta a elaboração do balanço social na Administração Pública;https://dre.pt/application/file/233034;;

Lei;;23/96;1996/26/07;Cria no ordenamento jurídico alguns mecanismos distinados a proteger o utente de serviços públicos essenciais;https://dre.pt/application/file/a/408416;;

DL;;24/96;1996/20/03;Institui um novo enquadramento legal das participações de entes comunitários no capital de sociedades reprivatizadas, em processo de reprivatização ou a reprivatizar;https://dre.pt/application/file/a/534731;;

Lei;;24/96;1996/31/07;Estabelece o regime legal aplicável à defesa dos consumidores. Revoga a Lei n.º 29/81, de 22 de Agosto;https://dre.pt/application/conteudo/406882  ;;

Lei;;27/96;1996/01/08;Regime jurídico da tutela administrativa;https://dre.pt/web/guest/legislacao-consolidada/-/lc/73297276/201709111731/exportPdf/normal/1/cacheLevelPage?_LegislacaoConsolidada_WAR_drefrontofficeportlet_rp=indice;;

Lei;;31/96;1996/14/08;Televisão e rádio nas Regiões Autónomas;https://dre.pt/application/file/405814;;

Lei;;33/96;1996/17/08;Lei de Bases da Política Florestal;https://dre.pt/application/file/406244;;

Despacho;MJ;248/96;1996/07/01;"Aprova o Regulamento dos Serviços de Piquete e de Unidades de Prevenção ou Turnos de Funcionários da Polícia Judiciária, públicado em anexo. 
DESPACHO N.º 248/MJ/96 - DIÁRIO DA REPÚBLICA N.º 5/1997, SÉRIE II DE 1997-01-07, Pág. 182";https://dre.pt/web/guest/analisejuridica/-/aj/publicDetails/maximized?p_auth=SVWqvrH1&p_p_auth=3qCLvHzE&diplomaId=1199028&mode=pdt;;

Portaria;;732-A/96;1996/11/12;Aprova o Regulamento para a Notificação de Substâncias Químicas e para a Classificação, Embalagem e Rotulagem de Substâncias Perigosas;https://dre.pt/application/file/403255;;

Decreto;;59/97;1997/31/10;Aprova, para ratificação, a Convenção para a Proteção do Meio Marinho do Atlântico Nordeste, adoptada em Paris, no âmbito da reunião ministerial das Comissões de Oslo e Paris, em 22-09-1992;https://dre.pt/application/file/674567;;

Decreto Regulamentar;;5/97;1997/31/03;Aprova o Regulamento das Condições Técnicas e de Segurança dos Recintos com Diversões Aquáticas;https://dre.pt/application/file/527696;;

DL;;73/97;1997/03/04;Cria o número de telefone 112 como número nacional de emergência, de utilização gratuita, de acesso preferencial aos vários sistemas de emergência e cobrindo todo o território nacional;https://dre.pt/application/file/526713;;

DL;;84/97;1997/16/04;Transpõe para a ordem jurídica interna as Diretivas do Conselho n.º 90/679/CEE, de 26 de Novembro, e 93/88/CEE, de 12 de Outubro, e a Diretiva n.º 95/30/CE, da Comissão, de 30 de Junho, relativas à proteção da segurança e saúde dos trabalhadores contra os riscos resultantes da exposição a agentes biológicos durante o trabalho;https://dre.pt/application/file/468681;;

DL;;125/97;1997/23/05;Estabelece as disposições relativas ao projecto, à construção e à exploração das redes e ramais de distribuições alimentadas com gases combustíveis da 3.ª família;https://dre.pt/application/file/400355;;

DL;;152/97;1997/19/06;Transpõe para o direito interno a Diretiva n.º 91/271/CEE, do Conselho, de 21-05-1991, relativamente ao tratamento de águas residuais urbanas;https://dre.pt/application/file/365412;;

DL;;164/97;1997/27/06;Estabelece normas relativas ao património cultural subaquático;https://dre.pt/application/file/233034;;

DL;;272/97;1997/08/10;Cria os clubes de praticantes;https://dre.pt/application/file/667264;;

DL;;332/97;1997/27/11;ranspõe para a ordem jurídica interna a Directiva n.º 92/100/CEE, do Conselho, de 19-11-1992, relativa ao direito de aluguer, ao direito de comodato e a certos direitos conexos ao direito de autor em matéria de propriedade intelectual;https://dre.pt/application/file/a/406444;;

DL;;334/97;1997/27/11;Transpõe para a ordem jurídica interna a Directiva n.º 93/98/CEE, do Conselho, de 29 de Outubro, relativa à harmonização do prazo de protecção dos direitos de autor e de certos direitos conexos;https://dre.pt/application/file/a/406434;;

DL;;366-A/97;1997/20/12;Estabelece os princípios e as normas aplicáveis ao sistema de gestão de embalagens e resíduos de embalagens (revoga o Decreto-Lei n.º 322/95, de 28 de Novembro);https://dre.pt/application/file/659664;;

DL;;375/97;1997/24/12;Estabelece os procedimentos e regras técnicas destinados a facilitar e promover a organização das condições práticas de aplicação e execução da pena de prestação de trabalho a favor da comunidade;https://dre.pt/application/file/421679;;

Lei;;5/97;1997/10/02;Lei Quadro da Educação Pré-Escolar;https://dre.pt/application/file/561151;;

Lei;;98/97;1997/26/08;Lei de Organização e Processo do Tribunal de Contas;https://dre.pt/application/file/193722;;

Portaria;;174/97;1997/10/03;Estabelece as regras de instalação e funcionamento de unidades ou equipamentos de valorização ou eliminação de resíduos perigosos hospitalares, bem como o regime de autorização da realização de operações de gestão de resíduos hospitalares por entidades responsáveis pela exploração das referidas unidades ou equipamentos;https://dre.pt/application/file/515281;;

Portaria;;292/97;1997/02/05;Permite favorecer uma identificação uniforme das parcelas de vinha e dos direitos por utilizar relativamente ao Registo Central Vitícola;https://dre.pt/application/file/a/382165;;

Portaria;;335/97;1997/16/05;Fixa as regras a que fica sujeito o transporte de resíduos dentro do território nacional;https://dre.pt/web/guest/legislacao-consolidada/-/lc/1177/201704092243/exportPdf/normal/1/cacheLevelPage?_LegislacaoConsolidada_WAR_drefrontofficeportlet_rp=indice;;

Portaria;;355/97;1997/28/05;Aprova o modelo do livro de reclamações a que se refere o n.º 12 da Resolução do Conselho de Ministros n.º 189/96, de 28 de Novembro;https://dre.pt/application/file/a/351434;;

Decreto Regulamentar;;19/98;1998/14/08;Altera o Decreto Regulamentar n.º 14/81, de 7 de Abril, que regula a atribuição do subsídio por frequência de estabelecimento de educação especial;https://dre.pt/application/file/437752;;

Decreto Regulamentar;;22-A/98;1998/01/10;Regulamento de Sinalização do Trânsito;http://dre.pt/pdf1sdip/1998/10/227B01/00020119.pdf;;

DL;;4/98;1998/08/01;Regime de criação, organização e funcionamento de escolas e cursos profissionais, no âmbito do ensino não superior;https://dre.pt/application/file/224894;;

DL;;43/98;1998/03/03;Regulamento da Contribuição Especial, devida pela valorização dos imóveis beneficiados com a realização da CRIL, CREL, CRIP, CREP, travessia ferroviária do Tejo, troços ferroviários complementares, extensões do metropolitano de Lisboa e outros investimentos;https://dre.pt/application/file/218436;;

DL;;50/98;1998/11/03;Reformula o regime jurídico da formação profissional na Administração Pública;https://dre.pt/application/file/219001;;

DL;;59/98;1998/17/03;Define a composição e a orgânica da Comissão Portuguesa de História Militar ;https://dre.pt/application/file/197585;;

DL;;106/98;1998/24/03;Estabelece normas relativas ao abono de ajudas de custo e de transporte pelas deslocações em serviço público;https://dre.pt/application/file/176387;;

DL;;129/98;1998/13/05;Estabelece o regime jurídico do Registo Nacional de Pessoas Colectivas;https://dre.pt/application/file/522877;;

DL;;191/98;1998/10/07;Estabelece o regime jurídico aplicável aos meios de salvação de embarcações nacionais;https://dre.pt/application/conteudo/485046;;

DL;;202/98;1998/10/07;Estabelece o regime da responsabilidade do proprietário do navio e disciplina a actuação das entidades que o representam. Revoga os artigos 492.º a 495.º e 509.º do Código Comercial;https://dre.pt/application/file/485094;;
